current_density,temp_envi,lye_flow,lye_temp,voltage,power
2000,0.0,0.3,75.13,1.761058062955886,4.64286494330237
2000,0.0,0.304,75.19,1.761019220674659,4.647187178670543
2000,0.0,0.308,75.25,1.7609818683389393,4.651567863746223
2000,0.0,0.312,75.32,1.7609258415039226,4.655768013880151
2000,0.0,0.316,75.38,1.7608915932150049,4.660266794246841
2000,0.0,0.32,75.43,1.7608787491900086,4.665071633204279
2000,0.0,0.324,75.49,1.760847354899369,4.6696971332557835
2000,0.0,0.328,75.55,1.7608174497635836,4.674386591247402
2000,0.0,0.33199999999999996,75.6,1.7608085756765899,4.679391743111861
2000,0.0,0.33599999999999997,75.65,1.760800942369509,4.684467277582794
2000,0.0,0.33999999999999997,75.7,1.760794549915032,4.689614296883241
2000,0.0,0.344,75.75,1.7607893983966332,4.694833903257409
2000,0.0,0.348,75.8,1.7607854879085765,4.700127198970688
2000,0.0,0.352,75.85,1.7607828185559213,4.705495286309671
2000,0.0,0.356,75.89,1.7608001910164868,4.711202573571176
2000,0.0,0.36,75.94,1.760799880747295,4.716725663170004
2000,0.0,0.364,75.98,1.7608193660967153,4.722594383241943
2000,0.0,0.368,76.02,1.760839846728102,4.728546530409553
2000,0.0,0.372,76.06,1.7608613228738306,4.734583207297443
2000,0.0,0.376,76.1,1.7608837947733549,4.7407055165433025
2000,0.0,0.38,76.14,1.7609072626732174,4.746914560797918
2000,0.0,0.384,76.18,1.7609317268270663,4.753211442725225
2000,0.0,0.388,76.22,1.7609571874956658,4.759597265002328
2000,0.0,0.392,76.26,1.7609836449469132,4.766073130319544
2000,0.0,0.396,76.29,1.7610286709712777,4.772924586141776
2000,0.0,0.4,76.33,1.7610569999862393,4.77958595981895
2000,0.0,0.404,76.36,1.761103652975752,4.786629359187795
2000,0.0,0.408,76.4,1.7611338547404423,4.793480652297106
2000,0.0,0.412,76.43,1.7611821359097342,4.800720406423355
2000,0.0,0.416,76.46,1.7612311704559012,4.808061049937234
2000,0.0,0.42,76.5,1.7612641222640648,4.815206550292326
2000,0.0,0.424,76.53,1.7613147868855719,4.8227501655281495
2000,0.0,0.428,76.56,1.7613662058442485,4.830397978682416
2000,0.0,0.432,76.59,1.7614183794660196,4.838151092613995
2000,0.0,0.436,76.62,1.7614713080811577,4.846010610189171
2000,0.0,0.44,76.64,1.7615412164393587,4.854285347463268
2000,0.0,0.444,76.67,1.761595533610755,4.862363096496903
2000,0.0,0.44799999999999995,76.7,1.7616506067789706,4.870550557809009
2000,0.0,0.45199999999999996,76.73,1.7617064362911794,4.878848834294582
2000,0.0,0.45599999999999996,76.75,1.761778757455776,4.887575205262149
2000,0.0,0.45999999999999996,76.78,1.761835978211045,4.8961005362927565
2000,0.0,0.46399999999999997,76.81,1.7618939563622749,4.904739991213539
2000,0.0,0.46799999999999997,76.83,1.761968060029306,4.913817196823378
2000,0.0,0.472,76.86,1.7620274315084767,4.92269032372574
